Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Browns,6,92.35602994,73.34002866,Below_30,988.5227062,No,6.945815212,Yes,Female,After_16:00,0.197555897,0.10988363,5451,6.199475029,49.18613101,36.22198426,110.0025433,10.37814713,2.489874501,10.549,588.3477983,Maybe,5.675369586,3.428126452,2.38230342,81.40077016,30.78534331,90,Environment,14,859.7739853,1,Motorcycle_or_truck,Services_or_Retail,No,0,2.256114689
Oranges,5,251.8275041,20869.2941,45_and_up,7140.286038,No,635.2588638,Yes,Male,After_16:00,0.193659936,0.302628401,4820,437.2654621,34.15451667,3360.672481,758.9472595,50.22989106,20.91089338,7.18,49183.1701,Yes,61808.9984,4.778804001,248.6141557,58.03228854,,50,Other,7,267.4395119,0,Motorcycle_or_truck,Industry_or_other,Yes,2,433.7170646
Browns,,401.066752,9451.033449,30-45,18016.41553,Yes,174.2985351,Yes,Male,After_16:00,0.326838409,0.186358398,8336,152.9450327,19.92516457,1012.832244,55.78814773,91.02396967,12.36709476,7.664,14798.01918,Maybe,4997.672442,6.034741914,70.69421788,58.16618497,133.6889173,100,Education,12,706.4651496,0,Motorcycle_or_truck,Services_or_Retail,Yes,1,59.15716777
Turquoises,8,439.8352136,70830.22611,45_and_up,21651.61342,No,644.4456029,Yes,Male,After_16:00,0.849434118,0.995889268,6154,368.8891412,61.43523685,5568.921214,750.375428,27.83427171,19.20648696,3.846,49874.23582,Maybe,233399.4203,2.340610521,483.1142932,82.21384913,146.6117379,100,Education,12,135.1823146,3,Motorcycle_or_truck,Student_or_Unemployed,Yes,3,528.2678931
Purples,7,424.7096348,9841.363366,30-45,,No,26.1107938,Yes,Male,After_16:00,0.458039797,0.651098001,,2.270325207,56.12146377,699.7000647,576.2597329,38.46393968,1.506759837,6.491,2150.728741,Yes,4832.466113,0.27347089,69.51594143,23.46065252,141.5698783,70,Social,11,806.2204147,4,Public_or_other,Public_Sector,No,0,34.23181394
Violets,6,294.7724417,1961.06323,Below_30,9762.789968,Yes,381.5743038,Yes,Female,After_16:00,0.712455485,0.747098941,6068,232.3308549,21.82151598,664.2458247,299.3891498,3.547500982,15.24240318,9.932,26767.87327,Maybe,398.3381895,7.91995232,19.9584115,45.65650309,98.25748057,100,Education,13,572.1712843,2,Car,Services_or_Retail,Yes,1,340.9613866
Khakis,7,742.0188714,75139.03092,Below_30,61434.22912,No,550.4070303,Yes,Female,By_16:00,0.155330895,0.850898782,3087,364.5219865,20.69147401,3766.93292,248.1810756,24.44667693,19.09245889,6.913,43156.25437,Yes,92287.69252,3.880662217,303.7888947,48.39856015,247.3396238,60,Financial,6,265.1950624,3,Foot_or_bicycle,Public_Sector,No,0,383.916706
Greens,2,737.4457517,68650.52614,45_and_up,60680.95267,No,801.9029362,Yes,Male,After_16:00,0.827784025,0.769199874,4928,502.3634646,64.50409023,3797.496132,35.46680859,31.16991778,22.41346614,5.072,59741.79861,No,77995.59821,4.664282063,279.2769203,75.06204406,245.8152506,100,Education,15,263.3873131,0,Motorcycle_or_truck,Industry_or_other,Yes,1,643.696252
Greens,7,369.3274536,38008.48008,30-45,15288.97226,No,797.2011801,Yes,Male,After_16:00,0.423231318,0.07580375,5865,485.5860824,72.63910826,4058.55273,812.216212,3.99984112,22.03601784,4.135,59243.22897,Yes,95319.18752,7.960286378,308.7380565,81.22164526,123.1091512,80,Healthcare,10,248.8830826,2,Car,Public_Sector,Yes,0,658.5998006
Browns,5,171.2704293,1193.709157,Below_30,3326.374583,Yes,300.1357945,Yes,Female,By_16:00,0.091645622,0.787262775,3288,238.48614,30.56662309,686.0642691,898.2648593,95.61488375,15.44299647,12.712,23271.08562,No,437.1945986,1.408513649,20.9091989,15.0166003,,100,Education,14,639.4763018,2,Car,Industry_or_other,No,0,
Blues,3,1542.470163,22660.40216,Below_30,264881.2905,No,680.4306525,Yes,Female,By_16:00,0.109390598,0.511588727,5940,245.815716,66.3143435,932.3609066,370.2618959,41.46996543,15.67851128,8.06,41334.8012,Yes,1942.424698,4.059902418,44.07294746,63.91654769,514.1567211,90,Environment,13,663.5010287,3,Car,Industry_or_other,No,1,909.5784267
Blues,7,1612.671025,303428.6924,45_and_up,289515.0942,No,827.3627443,No,Female,By_16:00,0.716085264,0.244082163,5689,686.2686265,31.96299376,7017.123551,778.8623169,51.52498491,26.19672931,8.311,71547.94223,Maybe,318613.5448,3.143653434,564.4586298,30.77699018,537.5570083,70,Social,13,276.1769863,1,Car,Student_or_Unemployed,No,1,306.550235
Turquoises,5,545.0466051,81689.85512,30-45,33200.10462,No,687.417475,Yes,Female,After_16:00,0.230694523,0.043942122,7388,440.1226724,77.00813124,5376.550121,670.4325976,89.85957373,20.97910085,2.612,54185.35693,Maybe,202167.5664,2.779055997,449.6304776,89.95107065,181.6822017,80,Healthcare,13,78.58656278,0,Car,Hightech,Yes,3,492.6880443
Browns,3,513.6609334,7414.776482,45_and_up,29497.61526,No,147.8032343,Yes,Female,After_16:00,0.472826455,0.805405016,8779,116.8131628,74.12504787,666.681051,936.4954804,28.38110921,10.80801382,7.221,11844.92472,Maybe,1875.363952,7.309144705,43.30547254,99.2310513,171.2203111,100,Education,12,731.1637592,1,Public_or_other,Services_or_Retail,Yes,0,76.681681
Blues,9,1487.641572,466686.6012,Below_30,246403.3748,,1028.087972,No,Female,By_16:00,0.5777149,0.178743039,3467,539.5354943,54.35593654,10490.34202,905.6438133,30.4423579,23.22790336,10.533,79788.09285,Yes,885720.2241,3.375103711,941.1271031,59.40727894,,70,Social,9,594.6392253,1,Foot_or_bicycle,Industry_or_other,Yes,0,896.7866327
Turquoises,7,240.1150625,27761.75276,Below_30,6496.176493,No,669.1079905,Yes,Male,By_16:00,0.182553494,0.182822977,8279,398.704827,76.51289862,4265.965829,669.9830727,52.65888111,19.96759442,1.721,50469.98354,Maybe,120308.8194,4.669533386,346.8556175,20.99405283,80.03835417,80,Healthcare,10,190.6119467,1,Foot_or_bicycle,Student_or_Unemployed,No,0,551.1761689
Khakis,9,505.3429237,85166.29501,Below_30,28553.05547,No,682.4989143,No,Female,After_16:00,0.136700828,0.006901424,5442,443.9709826,99.52636452,5943.89255,336.0239714,82.72835123,21.07061894,4.558,54801.60871,Yes,255626.3631,7.939839815,505.5950585,36.1385352,168.4476412,70,Social,6,66.44136085,3,Foot_or_bicycle,Hightech,Yes,2,464.7310482
Khakis,8,413.1653994,45270.31814,Below_30,19115.01594,No,575.9211275,Yes,Male,By_16:00,0.270708599,0.285855982,3720,379.4731881,42.82613664,4046.030789,810.8920287,6.51105009,19.48007156,6.28,45216.0216,Yes,108049.2394,4.139080758,328.7084413,86.47495643,137.7217998,100,Education,10,230.7965342,0,Foot_or_bicycle,Industry_or_other,Yes,0,403.0488281
Greens,4,1008.194087,94281.71458,30-45,113285.5443,Yes,802.6221787,Yes,Female,After_16:00,0.641582278,0.070872629,7105,499.6200002,59.63014592,3804.703229,758.6000666,69.48757921,22.35218111,2.895,59684.72663,Yes,78706.23925,7.244347157,280.5463228,79.21611639,336.0646956,100,Education,13,265.7175592,1,Foot_or_bicycle,Hightech,Yes,1,649.8190923
Yellows,8,882.0035239,169325.0793,Below_30,86740.69186,Yes,883.437351,No,Female,After_16:00,0.137301693,0.710688602,6643,574.9075652,14.99485797,6909.148559,763.6542902,45.01984918,23.97723014,7.357,69971.12361,Maybe,331699.2154,7.587339277,575.9333429,83.13625746,294.0011746,70,Social,9,158.2149501,1,Public_or_other,Hightech,No,1,616.8544161
Blues,1,1272.052678,284295.6484,30-45,180224.9081,Yes,418.6923846,No,Male,By_16:00,0.191515219,0.372799604,5807,52.52767028,1.976019167,6809.863719,822.3801702,47.89633066,7.247597552,8.193,29601.38015,Maybe,449544.5539,4.413806999,670.4808378,22.5645412,424.0175593,90,Environment,11,491.0390285,3,Motorcycle_or_truck,Public_Sector,No,0,608.7387952
Greens,4,340.3909625,29545.06155,30-45,,No,822.3220482,Yes,Male,After_16:00,0.088833178,0.70962226,6205,515.5799653,35.3668764,3635.082902,665.8824154,66.69700502,22.706386,3.795,60957.06536,Yes,67804.1484,0.654887024,260.3922971,30.63940885,113.4636542,100,Education,12,291.0703973,3,Public_or_other,Public_Sector,Yes,1,664.5216995
Whites,7,176.7636636,29634.3285,Below_30,3540.631529,Yes,689.882285,No,Female,After_16:00,0.755158967,0.104243205,4675,446.2173755,80.00741987,5921.917829,597.2884898,6.781223696,21.12385797,5.325,55195.13482,No,252957.0004,6.659797572,502.9483078,93.57514277,58.9212212,90,Environment,9,58.97498728,3,Public_or_other,Services_or_Retail,Yes,1,475.9836326
Oranges,3,759.7732413,105916.1632,Below_30,64402.74421,No,670.2658165,Yes,Male,After_16:00,0.418949319,0.349687609,9068,487.9510479,11.50498709,5158.051087,215.1976058,56.08020748,22.08961403,2.932,54853.00276,Maybe,174903.7019,4.759362156,418.2148992,64.79984131,253.2577471,50,Other,9,146.8930954,2,Public_or_other,Student_or_Unemployed,No,1,378.576767
Browns,6,54.36341724,1192.588758,Below_30,356.4968206,Yes,112.3826311,Yes,Female,By_16:00,0.36171898,0.226705525,6591,115.8549302,97.86603597,889.8300554,840.4738328,99.15995153,10.76359281,9.409,10457.67038,No,4331.22191,6.029343514,65.81201949,38.01297508,18.12113908,70,Social,10,763.5653483,1,Public_or_other,Services_or_Retail,No,0,3.063983898
Greens,9,165.211456,16362.90876,45_and_up,3097.828839,Yes,845.116378,Yes,Female,By_16:00,0.810021654,0.289323546,8133,516.9684697,24.27996509,4005.203429,781.9957347,88.94151177,22.73694064,1.867,62514.70677,No,88284.24555,6.392730582,297.126649,4.043583991,55.07048532,80,Healthcare,10,285.5718257,2,Foot_or_bicycle,Student_or_Unemployed,Yes,1,700.2641808
Reds,10,436.7475933,68365.12966,Below_30,21349.85589,Yes,764.7615337,Yes,Female,By_16:00,0.208284389,0.42823636,3306,436.3054048,98.39310781,5568.581483,353.2091032,59.24351036,20.88792486,8.694,57843.42281,Maybe,220521.4056,4.592497223,469.5970673,21.89272717,145.5825311,50,Other,7,166.0047645,0,Motorcycle_or_truck,Public_Sector,Yes,0,650.2539253
Khakis,9,304.968022,33247.87712,Below_30,10445.59983,Yes,584.307018,Yes,Male,After_16:00,0.272906872,0.239275358,8131,396.3780019,37.27519761,4063.381911,899.2448275,83.21476283,19.90924413,1.869,46233.88983,Maybe,106969.9383,3.760055962,327.0625907,94.58562748,101.6560073,60,Financial,5,229.796211,2,Public_or_other,Services_or_Retail,Yes,0,389.7211146
Greys,4,450.5393596,78929.88401,30-45,22714.14807,No,632.8008627,No,Male,By_16:00,0.759811706,0.611233568,8072,393.9426748,47.80888301,6043.578265,565.0457102,1.146834833,19.84798919,3.928,50832.08615,No,276223.0802,3.771906982,525.5692916,90.79196609,150.1797865,40,Foreign_Affairs,9,119.4352322,2,Foot_or_bicycle,Public_Sector,No,0,451.3910524
Turquoises,9,333.1724385,49489.44907,30-45,12454.82124,Yes,625.1848793,Yes,Male,After_16:00,0.406021997,0.18560219,6601,400.6913564,79.90205316,5257.584068,231.2894783,48.94889039,20.01727645,3.399,49750.88049,No,198577.3052,8.194831291,445.6201355,21.38213606,111.0574795,70,Social,10,128.1375104,2,Foot_or_bicycle,Hightech,No,1,440.0012899
Browns,6,409.0048293,4014.961958,Below_30,18733.55165,No,201.8907776,Yes,Male,After_16:00,0.212273231,,4385,166.9336696,64.52069839,628.3598491,751.2171166,67.31340499,12.92028133,11.615,16095.78613,No,867.2583839,7.353422518,29.44925099,26.80082538,136.3349431,70,Social,9,703.1564623,3,Public_or_other,Public_Sector,No,0,97.41109973
Blues,4,1218.14365,368802.112,45_and_up,165290.9315,No,1040.577726,No,Female,By_16:00,,0.099873327,7837,811.5859635,48.86982916,10705.89658,246.4048711,63.76158597,28.48834785,6.163,90456.37217,Yes,824958.8711,8.243278239,908.2724652,48.16095822,406.0478834,100,Education,16,517.2393103,1,Foot_or_bicycle,Hightech,Yes,0,438.6462255
Reds,5,436.7866452,89968.91967,45_and_up,21353.65926,No,839.7632658,No,Male,After_16:00,0.535981097,0.968351951,8657,498.5134536,37.54944685,7176.39988,429.6499121,2.7928408,22.32741484,3.343,65534.15202,Yes,381846.5034,5.264261039,617.9372973,66.87843632,145.5955484,50,Other,9,197.6615501,2,Public_or_other,Services_or_Retail,No,0,658.6148557
Turquoises,6,314.8303016,48343.08611,30-45,11128.06774,Yes,836.2866046,Yes,Male,By_16:00,0.14063215,0.944068553,8124,536.1276199,73.74393865,5678.840362,580.20616,84.10777859,23.15442981,1.876,64875.87549,Yes,212206.2649,2.943980349,460.6585122,69.64075211,104.9434339,80,Healthcare,13,127.1724776,3,Public_or_other,Student_or_Unemployed,No,0,615.4117909
Greys,1,555.3031462,93688.62715,Below_30,34457.49929,Yes,798.545801,No,Female,After_16:00,0.197889067,0.180627634,8865,568.1695557,71.91588089,6197.824597,205.9062955,7.022786071,23.83630751,3.135,64940.6937,Maybe,256186.3532,0.42739647,506.1485486,94.12703582,185.1010487,30,Military,8,73.52180739,4,Motorcycle_or_truck,Services_or_Retail,Yes,2,473.156692
Turquoises,8,692.7152118,82271.70822,Below_30,53558.05671,No,599.0121498,Yes,Female,By_16:00,0.698490929,0.392962831,9070,340.152493,1.354352105,4243.315014,203.5140775,63.28660059,18.4432235,0.93,45102.57756,No,126950.4046,1.152018642,356.3010028,16.80895186,230.9050706,100,Education,15,215.4311401,3,Foot_or_bicycle,Public_Sector,Yes,0,514.4896117
Violets,1,181.7429323,3459.006825,Below_30,3740.635805,No,480.6345243,Yes,Male,After_16:00,0.295672075,0.274505501,8835,301.5486424,38.76821785,1174.06972,692.4864342,57.12272972,17.36515598,7.165,34456.97153,Maybe,3260.095223,4.136865416,57.09724357,81.05189982,60.58097744,100,Education,13,494.1490228,3,Public_or_other,Hightech,Yes,2,407.0620436
Turquoises,2,645.7339596,77469.34512,45_and_up,46555.50538,Yes,708.9503249,Yes,Male,By_16:00,0.067458358,0.370748038,9534,482.3990477,53.6061649,4563.927921,228.3394567,96.97091996,21.96358458,0.466,55695.23917,Yes,129537.355,0.114930295,359.9129826,21.39584594,215.2446532,90,Environment,12,142.9543157,4,Foot_or_bicycle,Services_or_Retail,No,1,477.5997674
Browns,2,407.7652347,18401.2701,Below_30,18620.64248,Yes,241.2830595,Yes,Female,After_16:00,0.484983772,0.663284087,7188,206.3613001,78.82301132,1766.536158,769.425502,,14.36528107,8.812,20743.29573,Yes,18328.11149,0.203292726,135.3813558,,135.9217449,80,Healthcare,14,626.2536011,1,Public_or_other,Student_or_Unemployed,Yes,0,84.03950773
Oranges,4,647.2863515,117667.1595,Below_30,46779.05332,No,515.7096609,No,Female,By_16:00,0.276238062,0.04592294,3940,317.1094253,76.4928136,6087.77859,748.5730092,26.3870663,17.80756652,8.06,42725.48229,Maybe,297413.1383,0.305653908,545.3559739,84.22797373,215.7621172,30,Military,7,239.8816048,2,Foot_or_bicycle,Public_Sector,Yes,2,351.5511615
Turquoises,10,142.1739974,18232.31278,30-45,2303.329726,Yes,,Yes,Male,After_16:00,0.195881136,0.124411097,9437,374.1986012,1.33368026,4595.580184,72.26549229,80.45734959,19.34421364,0.563,48203.54581,Maybe,148008.1689,7.369690381,384.7182982,94.69999878,47.39133247,70,Social,9,170.9200244,0,Foot_or_bicycle,Industry_or_other,Yes,2,509.8889847
Oranges,7,234.8929435,41624.76051,30-45,6218.819304,No,621.2762115,No,Male,After_16:00,0.147713331,0.925879027,9428,422.0674734,23.80405404,6160.356016,924.2620685,6.174333603,20.5442808,2.572,51462.62433,Yes,282622.0646,0.000910875,531.6221069,31.69947069,78.29764783,50,Other,7,149.4124114,4,Foot_or_bicycle,Public_Sector,Yes,,376.5065494
Greens,9,291.4731044,26757.81686,45_and_up,9546.776659,Yes,801.0757379,Yes,Male,By_16:00,0.001917819,0.747739486,7407,497.4374389,52.54318055,3748.935178,,6.71652779,22.30330556,2.593,59465.60385,Maybe,75848.4814,4.975057147,275.4060301,54.5607181,97.15770148,60,Financial,9,271.0289912,1,Foot_or_bicycle,Services_or_Retail,No,0,651.6828798
Turquoises,6,361.8533383,56390.16794,Below_30,14679.26649,Yes,694.8280707,Yes,Male,After_16:00,0.067524096,0.324830557,4225,444.358595,25.73859075,5563.829616,60.79753442,78.26711594,21.07981487,5.775,54911.47243,Maybe,218566.7619,8.057771234,467.5112426,70.44794145,120.6177794,90,Environment,12,64.53768713,1,Foot_or_bicycle,Hightech,No,1,496.3084219
Browns,8,107.0442358,12274.48593,30-45,1318.844569,Yes,507.1931655,Yes,Male,By_16:00,0.870987931,0.782468115,8212,366.7838998,21.4370043,4173.590284,771.2472966,87.05684929,19.15160306,7.788,41754.37203,Maybe,118337.5469,8.004197474,344.0022484,92.59517188,35.68141193,70,Social,11,296.8935463,3,Car,Hightech,Yes,0,285.3748616
Browns,7,240.9926918,5335.649586,30-45,6543.383951,No,355.1058364,Yes,Female,After_16:00,0.47030167,0.831979642,9385,265.4011956,32.25521932,1195.011278,790.3485415,46.25315496,16.29113856,6.615,27402.97364,No,4411.734457,4.127227187,66.42088871,56.05268644,80.33089725,80,Healthcare,10,567.3385975,1,Motorcycle_or_truck,Services_or_Retail,Yes,0,219.2053429
Greens,10,72.48157555,6262.886341,45_and_up,617.8915024,Yes,799.6675759,Yes,Male,By_16:00,0.925518021,,3151,509.2040365,18.47488009,3610.606005,948.7995838,29.85014333,22.56554977,6.849,59654.30974,No,67194.90117,2.030526551,259.2197932,5.304756085,24.16052518,60,Financial,8,274.2278196,1,Public_or_other,Industry_or_other,No,1,630.9239274
Browns,10,444.2060555,21909.51649,Below_30,22082.40422,No,210.9572151,Yes,Female,After_16:00,0.943484231,0.453771871,5536,,,1893.023307,647.0789053,45.329188,14.37597436,10.464,19516.25203,Yes,21894.70747,1.75468259,147.968603,61.8840191,148.0686852,60,Financial,12,663.3739663,3,Motorcycle_or_truck,Hightech,Yes,2,20.31715981
Turquoises,1,449.6418974,75062.25858,45_and_up,22624.08462,Yes,662.7241826,No,Female,After_16:00,0.310937729,0.386847038,8704,418.4525423,44.67989549,5845.041049,795.498498,97.19850163,20.45611259,1.296,52847.66913,Maybe,250814.2584,0.331517756,500.8135964,26.45818684,149.8806325,80,Healthcare,12,86.20136272,1,Motorcycle_or_truck,Student_or_Unemployed,Yes,1,472.0710698
Turquoises,8,750.5308655,124176.6946,45_and_up,62848.68585,No,663.8606288,Yes,Female,After_16:00,0.392691426,0.247057402,6691,411.9753753,77.56299556,5787.505227,935.7225285,,20.29717654,3.309,52594.64596,No,246368.7304,7.779389394,496.3554476,79.07182872,250.1769552,90,Environment,11,89.06947648,4,Foot_or_bicycle,Services_or_Retail,No,0,486.8944925
Violets,8,90.14564485,1125.138583,30-45,942.9638022,Yes,153.9594318,Yes,Female,By_16:00,0.577523713,0.393573564,3301,,70.47899652,577.2528971,375.5376884,82.12543824,10.07007077,12.699,11460.72392,Maybe,1402.054983,4.518845323,37.44402466,83.946406,30.04854828,70,Social,11,720.3029723,2,Motorcycle_or_truck,Public_Sector,Yes,0,117.8986732
Whites,6,170.6495536,18038.67072,30-45,3302.579867,Yes,612.5633327,Yes,Female,After_16:00,0.385201214,0.070721161,3950,344.5201287,96.63321108,3860.218324,214.3282231,16.53013602,18.56125343,6.05,45408.65108,No,100563.7033,2.043399792,317.1178067,70.33029674,56.88318453,90,Environment,10,243.6138171,4,Car,,Yes,4,541.5668723
Pinks,4,538.7252524,52925.89638,Below_30,32436.78592,No,587.3774375,Yes,Female,After_16:00,0.150193593,0.415185037,4494,379.5937991,63.54295164,3706.472665,929.5582643,47.57085668,19.48316707,5.506,45326.31625,,86864.89266,5.752762267,294.7285067,75.86838531,179.5750841,90,Environment,8,247.3557065,2,Motorcycle_or_truck,Services_or_Retail,No,3,432.5403353
Purples,4,814.9789839,55112.44676,30-45,74080.63125,No,276.9366993,Yes,Female,By_16:00,0.455197473,0.320679198,4285,190.1823617,53.93905994,2409.096059,661.2920167,72.83172575,13.79066212,11.715,22595.75419,Maybe,41157.50833,4.455511449,202.8731336,38.38372296,271.6596613,80,Healthcare,14,540.8620359,2,Car,Student_or_Unemployed,No,0,170.9705208
Reds,,236.4497424,42982.24613,30-45,6300.869989,No,754.7396247,No,Male,By_16:00,0.044860463,0.19532061,9221,458.2692084,24.99616013,6369.990685,567.9186145,91.85516469,21.40722328,2.779,59169.49499,Yes,297401.4164,9.422874174,545.3452268,18.20459536,78.8165808,50,Other,7,97.47701886,2,Foot_or_bicycle,Student_or_Unemployed,No,0,575.525629
Turquoises,1,143.4932575,21921.05208,30-45,2345.643858,No,718.8232951,Yes,Female,After_16:00,0.128168176,0.17237027,5140,421.4921573,49.7307576,5425.997997,824.8131576,50.8688509,20.53027417,4.86,55018.40582,Yes,210040.1441,9.677951513,458.3013682,6.553081307,47.83108583,100,Education,16,124.5938318,2,Public_or_other,Public_Sector,No,0,587.3004334
Turquoises,2,155.9301754,19492.05522,45_and_up,2763.55668,No,613.6642414,Yes,Female,By_16:00,0.109005145,0.48988595,6001,408.0112056,35.68032084,4566.173113,930.9788484,90.23333313,20.19928726,3.999,48627.97451,Yes,140636.3029,3.357504513,375.0150702,33.15123965,51.97672513,70,Social,12,175.5639797,2,Public_or_other,Industry_or_other,Yes,0,
Turquoises,7,282.4131386,38645.83077,45_and_up,8966.046696,Yes,564.6857103,Yes,Female,By_16:00,0.116230967,0.839864051,6333,369.4718567,39.4129575,4844.187998,806.6506099,45.0499221,19.22165073,3.667,45327.65926,No,168530.3064,1.322633328,410.5244285,99.21098147,94.13771286,90,Environment,13,197.2720552,2,Car,Student_or_Unemployed,No,1,382.2171928
