Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Vote
7.0,331.0465082,104625.2686,2.0,12297.21446,0.0,1367.460703,0.0,0.0,0.0,0.36064715700000005,0.408801574,9926.0,874.2799769,57.52487289999999,11229.880490000001,136.1745335,12.71132152,29.568225800000004,6.074,108407.2369,1.0,898954.3912,9.066240323999999,948.1320536000001,36.789643,110.3488361,70.0,7.0,10.0,750.5371041,2.0,1.0,2.0,1.0,1.0,971.5910369,1.0
9.0,686.865266,75680.09874,2.0,52659.38771,1.0,576.152571,1.0,0.0,1.0,0.355876704,0.8335210190000001,5644.0,385.1094642,91.42857948,4075.6749979999995,646.422497,,19.62420608,4.356,45467.00911,1.0,109260.3983,2.235209371,330.54560689999994,91.29698689,228.9550887,70.0,7.0,6.0,231.00615519999997,1.0,3.0,0.0,0.0,0.0,392.998985,4.0
9.0,961.2870641000001,164125.6476,0.0,103005.1867,0.0,,0.0,1.0,0.0,0.881413008,0.8633735999999999,5517.0,504.5694831999999,5.157873454,6131.198351,3.930229461,72.14254315,22.46262414,6.483,61643.070289999996,2.0,262354.9234,8.38978814,512.2059385,77.96375623,320.42902139999995,50.0,6.0,11.0,48.31335776,2.0,3.0,4.0,1.0,0.0,546.5222036,8.0
6.0,724.9677224,17367.96439,2.0,58649.23352,0.0,174.6205639,1.0,1.0,0.0,0.43153886399999997,0.097503425,3955.0,176.7816144,58.85092372,1072.269615,174.4818485,12.57788765,13.29592473,12.045,15747.512169999998,2.0,5165.388694,4.124291372,71.87063861,2.470811037,241.6559075,80.0,4.0,14.0,722.0680990000001,1.0,1.0,2.0,0.0,1.0,,1.0
4.0,1165.641062,107575.3143,1.0,151367.3343,1.0,977.1836662000001,1.0,1.0,1.0,0.49373347,0.23808834399999998,3585.0,913.3734605000001,80.31083066,4595.403186,926.5731676000001,99.59178877,30.2220691,10.415,83639.79798999999,0.0,76654.57511,0.236884376,276.8656265,78.83364609,388.5470207,60.0,2.0,12.0,529.8394128000001,2.0,0.0,4.0,1.0,0.0,254.9219781,0.0
6.0,591.3573262,162989.9675,0.0,39063.062139999995,1.0,953.4304363,0.0,1.0,1.0,0.7179217290000001,0.547476545,7203.0,615.5779911000001,66.72449086,9499.759087,768.7751371,36.77798123,,8.797,77872.17838,0.0,683697.973,8.509770152,826.8603103999999,86.36594815,197.11910869999997,100.0,0.0,15.0,371.48945760000004,0.0,1.0,3.0,0.0,0.0,633.4484266,1.0
6.0,83.52547249,488.46768629999997,2.0,813.0089968999999,0.0,129.9086862,1.0,1.0,1.0,0.833425638,0.478948673,9339.0,122.77631729999999,64.30241447,420.99648600000006,839.0523586000002,53.34606969,11.08044752,6.6610000000000005,10932.515790000001,0.0,307.80545010000003,1.389694472,17.54438515,52.60492261,27.84182416,60.0,2.0,12.0,768.7632133999999,1.0,0.0,2.0,0.0,1.0,35.31112425,1.0
4.0,238.27138280000003,40858.05119,0.0,6397.56289,1.0,646.7288348999999,0.0,0.0,1.0,0.18533160699999998,0.667912127,9644.0,407.958225,77.51817149,5960.225101,177.3930816,53.57708016,20.19797577,0.35600000000000004,51875.65662,2.0,264639.1149,0.9315355240000001,514.4308651,15.45383998,79.42379427,90.0,1.0,10.0,102.9285683,3.0,0.0,4.0,1.0,1.0,456.2466919,11.0
10.0,268.2340285,2063.439374,1.0,8093.799573,0.0,120.7257783,1.0,1.0,1.0,0.533213623,0.963702307,4803.0,111.0267142,73.28859440000001,452.833921,363.5132767,19.579690300000003,10.53692148,11.197000000000001,10125.18478,1.0,532.5963576,1.2221093729999999,23.07804926,14.29291244,89.41134285,80.0,4.0,11.0,770.1525853999999,0.0,0.0,1.0,1.0,0.0,36.98786124,1.0
8.0,1000.0110609999999,56838.51907,0.0,111456.9062,0.0,613.5321068,1.0,0.0,1.0,0.104985753,0.8038528229999999,3779.0,337.6058611,11.89369312,2380.348434,391.84722789999995,20.57699801,18.37405402,10.221,43368.43267,0.0,,4.298098302,170.51367109999998,74.06441476,333.3370204,80.0,4.0,12.0,,2.0,1.0,4.0,1.0,1.0,585.2709294,12.0
10.0,887.3516919,122473.9902,2.0,87793.8978,1.0,706.8520966,1.0,1.0,0.0,0.991804238,0.63546895,3132.0,554.1062693,69.37046198,5248.870339,670.4398696000001,80.32867755,23.53946196,8.868,59038.11411,1.0,171450.4702,9.766774448,414.06578010000004,73.19917353,295.78389730000004,30.0,5.0,8.0,195.0243855,0.0,2.0,1.0,0.0,0.0,333.4997525,5.0
5.0,1155.1319,101297.5454,,148653.9003,1.0,823.1105842000001,1.0,0.0,0.0,0.896345671,0.31881701,6915.0,764.5380797,96.78377882,4159.8807990000005,456.6354081,1.14035341,27.65028173,7.085,70636.4545,2.0,69211.33052999999,6.5070462860000005,263.080464,9.386884933,385.0439668,100.0,0.0,12.0,453.82086289999995,0.0,3.0,1.0,0.0,0.0,217.43653199999997,0.0
10.0,801.7192685,81445.66892000001,2.0,71694.32703,0.0,597.2055935,1.0,1.0,0.0,0.6368342260000001,0.40710550799999995,8138.0,403.82253210000005,71.46722418,3855.30796,717.2125445,69.58477891,20.09533608,1.8619999999999999,46838.10903,1.0,92882.49127,1.77513049,304.7662896,64.17743639999999,267.2397562,70.0,7.0,7.0,236.84191890000002,2.0,3.0,3.0,0.0,4.0,406.57737139999995,4.0
10.0,66.9202949,11116.77873,2.0,529.8985282,1.0,765.8594909,1.0,1.0,0.0,0.12043159,0.6744244909999999,9892.0,358.2971463,49.21372833,5700.185033,689.0580989,35.39681761,18.92873863,2.108,55239.45895,1.0,248361.7667,4.069001274,498.35907410000004,40.55226832,22.30676497,30.0,5.0,5.0,320.18099,,0.0,4.0,0.0,0.0,787.1123038,5.0
3.0,59.72262058,9843.313968,1.0,426.21769680000006,0.0,693.9646151000001,1.0,0.0,1.0,0.089902994,0.319249066,4180.0,444.77936780000005,30.30423808,5834.074167,420.6134649,16.85263878,21.08979298,5.82,55222.05502000001,1.0,244482.3285,2.717691138,494.4515431,34.04670444,19.90754019,60.0,2.0,11.0,56.69063694,2.0,3.0,4.0,1.0,0.0,488.43605959999996,9.0
4.0,133.22874620000002,43655.24042,0.0,2026.62056,0.0,1017.1702039999999,0.0,0.0,1.0,0.864213241,0.680602165,3483.0,641.7211881,68.12687155,11113.58227,310.57066119999996,92.64397721,25.33221641,12.517000000000001,83749.64071,0.0,966316.5035,6.834488132000001,983.0139895,7.354079303,44.40958205,60.0,2.0,8.0,535.4853737999999,0.0,0.0,3.0,0.0,5.0,682.6394712,1.0
5.0,472.6693626,4390.873194,1.0,24991.59271,1.0,162.2127561,1.0,1.0,1.0,0.414961501,0.349066444,6404.0,175.1938276,74.96245906,629.0733629,24.70110776,89.41091774,13.23608052,,14569.8388,1.0,776.6572368,9.763258244,27.86857077,39.86405109,157.5564542,100.0,0.0,14.0,758.2324829,0.0,3.0,4.0,0.0,1.0,3.5029083460000003,1.0
8.0,846.518082,197981.3863,1.0,79913.60192999999,1.0,885.0235780999999,0.0,1.0,0.0,0.08481129800000001,0.790185327,4296.0,580.1010705,51.25734201,8176.521954000001,76.78563125,5.555212613999999,24.08528743,11.704,71803.22248,1.0,492287.4371,1.823101193,701.6319812999999,9.556556446,,100.0,0.0,13.0,233.2134844,2.0,3.0,1.0,1.0,1.0,585.5388331,1.0
9.0,1098.646587,160000.2874,2.0,134490.0292,0.0,948.7229787999999,1.0,0.0,0.0,0.89015867,0.26366119600000004,6581.0,591.2997155,95.68928834,5551.619169,238.1056526,69.48275953,24.316655100000002,7.419,71883.01052000001,1.0,190883.3347,5.630403939,436.9019738,68.13598156,366.215529,100.0,0.0,13.0,269.62622810000005,4.0,0.0,3.0,1.0,0.0,745.726075,0.0
5.0,517.3776869,89724.97146,0.0,29924.644889999996,0.0,774.3065949,0.0,1.0,0.0,0.6168671020000001,0.8293910390000001,5283.0,546.8273629,83.6817482,6296.3320189999995,105.53148159999999,50.91178715,23.38434012,6.7170000000000005,63176.95942000001,1.0,270678.5102,2.8650288489999998,520.2677293,74.32174759,,30.0,5.0,7.0,64.66857524,3.0,,0.0,0.0,0.0,460.27039069999995,3.0
10.0,445.94813949999997,78028.82843,2.0,22255.2875,1.0,876.8075732000001,0.0,0.0,0.0,0.703967729,0.744402795,3506.0,455.96281889999995,53.46953231,6161.111911999999,183.97230119999998,83.95378748,21.3532859,8.494,64442.30415,0.0,275539.5654,7.974707801,524.9186275000001,42.08964966,148.64937980000002,30.0,5.0,6.0,331.77935010000004,2.0,3.0,3.0,0.0,1.0,827.8983467999999,5.0
9.0,104.70487779999999,19506.307930000003,2.0,1263.025119,0.0,458.6646017,0.0,1.0,1.0,0.070321202,0.962598023,9890.0,215.74200499999998,30.75458575,6020.423607,143.67274640000002,52.467632900000005,14.68815867,2.11,36356.49817,2.0,312362.4582,2.838055713,558.8939597,23.416999800000003,34.90162594,30.0,5.0,9.0,301.8683407,1.0,0.0,1.0,1.0,0.0,417.2148024,5.0
10.0,294.515059,38680.82583,0.0,9745.851684000001,1.0,511.4869306,1.0,1.0,0.0,0.545352271,0.384360253,7392.0,279.0088865,29.46262355,4498.138114,13.1109145,66.98233564,16.7035591,4.6080000000000005,39183.89105,0.0,155245.483,2.3635176430000002,394.0120341,80.52593411,98.17168633,30.0,5.0,8.0,251.8723684,0.0,1.0,0.0,1.0,1.0,441.9554586,5.0
,453.7422362,141828.924,0.0,23037.02707,1.0,1360.821512,0.0,1.0,1.0,0.314114199,0.12992551800000002,7093.0,864.4587427000001,71.17898909,11106.19687,938.97975,41.16069761,29.40167925,8.907,107593.7235,1.0,879333.6872,2.698956509,937.7279388000001,2.592162765,151.2474121,60.0,2.0,11.0,743.6319478999999,1.0,3.0,4.0,0.0,0.0,978.0717001,1.0
7.0,1686.8886579999999,70637.39285,2.0,316749.3344,0.0,1301.443048,1.0,1.0,0.0,0.310079569,0.363527755,4444.0,997.8985280999999,72.92733267,3252.0280329999996,662.984899,85.02178476,31.58953194,9.556000000000001,99942.9898,0.0,15781.16266,2.429604291,125.62309760000001,93.81327962,562.2962192000001,90.0,1.0,12.0,,0.0,0.0,1.0,0.0,0.0,781.5441258999999,0.0
3.0,662.3624427,103764.8706,0.0,48977.8992,0.0,93.64101748,1.0,1.0,1.0,0.23278778600000002,0.7208805890000001,8582.0,13.95174784,24.20162028,4727.665917,524.8718217,14.55253607,3.735203855,7.417999999999999,,0.0,220877.6682,1.977272208,469.9762422,63.19187712,220.7874809,100.0,0.0,14.0,650.8596886,0.0,1.0,3.0,1.0,0.0,68.17364042,7.0
7.0,245.74865699999998,80439.6774,0.0,6802.183156,1.0,1402.537769,0.0,0.0,0.0,0.481297056,0.759014532,,927.0270554,94.23747661,11673.8039,680.5188751000001,49.35626537,30.447119,10.107000000000001,112476.4714,2.0,964274.8584,0.645301763,981.9749785,44.98925686,81.91621901,90.0,1.0,11.0,779.9230786,2.0,2.0,4.0,1.0,0.0,940.0318427000001,1.0
4.0,1174.775085,154492.0909,2.0,153745.6472,0.0,1253.908409,1.0,1.0,1.0,0.238297923,0.817771088,7452.0,821.374001,61.44674721,5587.982106,572.8487526,87.63282525,28.65962318,6.547999999999999,94276.91355,1.0,155648.7213,9.578230837000001,394.5234104,70.74309494,391.59169489999994,60.0,2.0,9.0,563.295476,2.0,0.0,1.0,1.0,1.0,950.4389346,0.0
3.0,552.1439533,2809.579096,0.0,34067.70856,1.0,15.85902287,1.0,1.0,0.0,0.809455438,0.048924965,8722.0,8.382108879,64.50024012,169.41892380000002,463.43638070000003,40.8956314,2.895187192,7.278,1242.35629,1.0,233.03459269999996,2.9549469289999997,15.2654706,74.4288546,184.0479844,70.0,7.0,11.0,844.5489319,2.0,1.0,4.0,1.0,0.0,13.57715564,7.0
6.0,718.5192409,101525.4476,1.0,57612.82859,0.0,661.7769877999999,1.0,0.0,0.0,0.246663203,0.6748606559999999,7671.0,361.9141536,65.99420989,4962.773147999999,968.9001332,94.40134354,19.02404146,2.329,49667.919369999996,1.0,179686.5336,5.151808322,423.8944841,7.97111236,239.5064136,90.0,,13.0,180.23931299999998,1.0,3.0,3.0,1.0,0.0,587.3296022999999,9.0
5.0,503.0509382,73785.80342000001,0.0,28295.488810000003,0.0,586.9511098999999,1.0,0.0,0.0,0.205909216,,7702.0,,15.37441278,5321.96537,409.6034935,38.75336633,21.46703566,4.298,,0.0,193626.2363,4.363547033,440.02981289999997,20.22600325,167.68364609999998,30.0,5.0,7.0,253.91625319999997,5.0,1.0,3.0,0.0,0.0,256.395741,5.0
3.0,535.4463654,33425.48891,2.0,32044.34992,0.0,275.83621039999997,1.0,1.0,0.0,0.700531345,0.097787943,4926.0,224.35951150000002,14.61082278,2321.483005,724.4106102999999,52.28427814,14.97863517,11.074000000000002,23670.97016,2.0,35072.44931,2.59401317,187.2763982,84.82237062,178.48212180000002,100.0,0.0,16.0,570.6007807999999,1.0,0.0,3.0,0.0,,110.37002040000002,1.0
6.0,249.3624338,11282.44601,0.0,7002.190076000001,0.0,152.9423518,1.0,1.0,0.0,0.597827109,0.545030925,3110.0,7.163687385,,1371.682511,200.7339997,64.08937683,2.676506564,12.89,8994.986885,1.0,18424.12966,7.963015414,135.7355136,35.77137091,83.12081126,80.0,4.0,10.0,656.0531722000001,1.0,3.0,2.0,0.0,1.0,265.8429636,10.0
8.0,1007.28386,136157.5762,1.0,113081.4029,0.0,605.8561142000001,1.0,0.0,1.0,0.528491932,0.37235112200000003,4645.0,377.1414371,68.53988185,4809.472723,891.0585267000001,21.59931548,19.42012969,5.355,47455.47614,2.0,164445.6471,7.494077371,405.5189849,56.91877371,335.7612867,90.0,1.0,13.0,162.3224574,1.0,2.0,2.0,0.0,0.0,451.75384469999995,9.0
10.0,106.0872136,18121.9738,1.0,1295.862058,0.0,890.0564701,0.0,1.0,0.0,0.49253786899999996,0.919423515,3115.0,464.9647843,81.29356729,6054.573678,907.3402825999999,47.3998653,21.56304209,8.885,65244.797,0.0,262619.7725,2.853964486,512.464411,48.12143059,35.36240452,30.0,5.0,6.0,342.706928,4.0,2.0,2.0,0.0,0.0,840.6834462999999,5.0
10.0,708.9030432,107906.3242,0.0,56084.470429999994,1.0,611.3704931,1.0,0.0,1.0,0.908010619,0.419205404,9377.0,462.5197277,62.95640171,5491.5168539999995,309.93474810000004,43.91266396,21.50627182,2.623,51638.73614,1.0,208527.1583,7.655635157000001,456.6477398,59.32027828,236.30101439999999,30.0,5.0,8.0,209.1293415,3.0,3.0,4.0,0.0,2.0,298.87592830000006,5.0
8.0,670.923317,111457.0886,0.0,50248.98525,1.0,691.9255204,1.0,1.0,0.0,0.295778864,0.086376132,5694.0,462.92336389999997,74.47106652,5909.594607,918.5247135,14.8620774,21.51565393,4.306,55877.26315,1.0,248377.4293,0.913322249,498.37478799999997,52.19109538,223.6411057,80.0,4.0,8.0,61.53658173,1.0,3.0,3.0,0.0,2.0,450.91402819999996,4.0
1.0,-84.70178108,-14129.517280000002,2.0,778.9207083,0.0,692.0065993,0.0,0.0,0.0,0.277933556,0.149410323,5348.0,501.7519296,33.17214402,6007.950199,545.2467012,25.30006305,22.39981986,8.652000000000001,57405.441510000004,2.0,250444.8317,9.212724096,500.444634,20.55694174,-28.23392703,100.0,0.0,12.0,119.242901,3.0,1.0,1.0,1.0,0.0,380.7707985,12.0
6.0,,58109.1882,2.0,47339.99091,0.0,555.8389426,1.0,1.0,1.0,0.818909743,0.955090412,8373.0,379.38496069999997,45.74604619,3435.9323689999997,513.5503616000001,42.87835823,19.47780688,1.6269999999999998,43532.53228,1.0,71671.98773,2.105721596,267.7162448,70.16750611,217.05514449999998,70.0,7.0,8.0,289.9454471,2.0,3.0,3.0,1.0,0.0,375.24170699999996,6.0
1.0,184.89885690000003,27883.10613,,3870.253761,0.0,610.9550337000001,1.0,0.0,0.0,0.044396736,0.09962809,9026.0,339.541124,95.40576003,5203.140415999999,976.1638106,74.59798553,18.42664169,0.9740000000000001,46820.05107,1.0,204671.0231,8.402313974,452.4058168,12.63938649,61.63295229999999,100.0,0.0,14.0,168.5897903,2.0,1.0,2.0,1.0,2.0,520.254881,9.0
2.0,109.35556770000001,21358.73901,0.0,1375.189656,0.0,756.6536247,0.0,0.0,1.0,0.357964696,0.699861693,8177.0,485.6943018999999,7.3838037210000005,6830.826615000001,964.9161771,55.80422587,22.03847322,3.823,60819.56993,0.0,343330.1381,6.403216617000001,585.9438011,36.95050504,36.45185591,30.0,5.0,6.0,89.82890400000001,3.0,2.0,4.0,0.0,2.0,521.8687458,3.0
10.0,152.2425469,30936.83977,1.0,,1.0,1212.490726,0.0,1.0,1.0,0.296702377,0.536425799,3789.0,992.6252784,11.92124248,8081.478005,859.9386329,54.20289477,31.50595624,12.210999999999999,101649.2312,1.0,371639.891,3.7171483810000003,609.6227448,42.61182179,50.74751563,60.0,2.0,9.0,504.93913080000004,2.0,0.0,0.0,1.0,0.0,516.3314026,10.0
6.0,217.2890446,13367.22706,1.0,5328.488449,0.0,303.1526923,1.0,0.0,0.0,0.024896424,0.332322894,5137.0,167.758263,2.724121907,2181.061995,969.5625934000001,89.300622,12.95215283,10.863,22708.96918,1.0,34060.380769999996,5.140352095,184.5545469,30.79892918,72.42968154,70.0,7.0,9.0,513.7892524,0.0,3.0,1.0,0.0,0.0,267.4296018,10.0
5.0,257.4391422,29463.9456,1.0,7459.6921489999995,,709.0183827999999,1.0,0.0,0.0,0.418839966,0.28782643,5066.0,477.12954110000004,61.94125435,4387.763252000001,709.1055766,99.8568953,21.84329511,4.934,55289.59106,0.0,117889.5088,,343.350417,61.6962671,85.81304739,80.0,4.0,10.0,158.5930775,4.0,2.0,4.0,0.0,0.0,490.53350819999997,9.0
2.0,596.3212158,91146.47383999999,0.0,39719.7729,1.0,750.1447177,1.0,0.0,1.0,0.670244529,0.696548081,9110.0,471.39962760000003,0.26044636,5528.237677,880.7627989,94.91481776,21.711739399999995,2.89,58388.62628,0.0,210262.4552,3.846344259,458.54384220000003,15.80384385,198.7737386,40.0,3.0,8.0,78.38340737,0.0,0.0,2.0,0.0,0.0,560.0613372,8.0
4.0,916.6367318,129540.4652,0.0,93673.64536000001,1.0,669.9510184999999,1.0,1.0,0.0,0.18940258699999998,0.36249771299999994,8487.0,420.84551339999996,58.89095108,5081.33561,915.384307,72.50407501,20.51451957,1.5130000000000001,52319.54295,0.0,179745.8619,4.660258756,423.96445830000005,52.2970624,305.5455773,80.0,4.0,11.0,109.7845975,5.0,2.0,3.0,0.0,0.0,497.58722120000004,9.0
4.0,70.36947166,7579.164393999999,0.0,583.6634396000001,0.0,585.6119963,1.0,0.0,1.0,0.192096657,0.41495268700000004,8669.0,379.902395,93.59955306,3990.963508,843.6497687000001,96.77757099,,1.331,45609.021089999995,2.0,104403.8666,,323.11587180000004,78.91793551,23.45649055,80.0,4.0,8.0,227.3211327,3.0,0.0,4.0,0.0,1.0,422.7765073,4.0
8.0,317.5930918,40380.92486,1.0,11323.12792,1.0,781.5093415,1.0,1.0,0.0,0.38930409,0.7169361040000001,5999.0,528.4788364,25.65319242,4871.359739,734.8609932,16.62963696,22.98866756,4.001,61078.57136,1.0,145496.6312,7.087115394,381.4402066,81.67229882,105.8643639,60.0,2.0,8.0,126.9862196,3.0,0.0,4.0,1.0,0.0,535.4687363,9.0
8.0,415.4274227,43224.747,0.0,19324.02509,1.0,706.2124425,1.0,0.0,0.0,0.289353528,0.450040104,4134.0,470.1529038,35.22829306,4061.7714100000003,846.8957979,99.65962537,21.68300957,5.8660000000000005,54504.291789999996,0.0,97435.47506,6.491140989,312.1465602,91.30056305,138.4758076,100.0,0.0,15.0,190.2461694,4.0,0.0,4.0,1.0,1.0,503.720346,9.0
6.0,412.56731139999994,52129.23427,1.0,19059.94315,0.0,681.1861004,1.0,0.0,1.0,0.641234375,0.390881511,9468.0,419.2456103,67.87305931,4629.089711,695.3903574,54.29297618,20.47548804,0.532,52217.7833,2.0,143686.3692,6.9696362270000005,379.05984910000006,46.80042677,137.5224371,100.0,0.0,14.0,148.8843804,0.0,1.0,0.0,1.0,0.0,531.9181324,9.0
4.0,618.3604912000001,73191.74487000001,1.0,42701.642060000006,0.0,652.6407067000001,1.0,1.0,0.0,0.74812358,0.295995722,7938.0,437.27973949999995,44.01620165,4425.485479999999,169.96140359999998,66.96835919,20.91123477,2.062,51303.618689999996,1.0,126090.7546,3.649166417,355.0926001,30.29496598,206.12016369999998,70.0,7.0,10.0,166.5056114,4.0,3.0,3.0,1.0,0.0,447.15936229999994,9.0
3.0,274.72648080000005,60392.30685,0.0,8487.646525,1.0,1328.90485,0.0,1.0,1.0,0.733511338,0.018636813000000002,6080.0,963.4118857000001,27.40904565,8521.634726,57.53562669,54.42063625,31.038877000000003,9.92,106494.8875,1.0,,7.000100142000001,659.4810955,57.67964022,91.57549362,80.0,4.0,11.0,,1.0,0.0,4.0,0.0,2.0,,7.0
3.0,1491.91626,250019.3655,1.0,247819.9863,1.0,652.895036,0.0,0.0,0.0,0.713795834,0.541326609,7196.0,330.635075,73.11999451,5688.75136,757.6116372,27.25309914,18.18337359,6.803999999999999,49029.76225,1.0,252755.6731,7.646886413,502.74812099999997,94.42177294,497.30542010000005,90.0,1.0,11.0,202.0233855,1.0,1.0,2.0,0.0,0.0,610.0973127999999,12.0
8.0,172.95342340000002,51316.1311,0.0,3391.305214,0.0,1147.6700759999999,0.0,1.0,1.0,0.16728005,0.729446301,9425.0,703.6436308,59.21498968,,589.1213205,97.25629499,26.52628189,6.575,90990.89056,1.0,792304.2694,8.977203317999999,890.1147507000001,17.00787498,57.65114112,90.0,1.0,11.0,562.7538444,1.0,3.0,0.0,0.0,0.0,850.7586667000002,1.0
10.0,93.84270459,12104.082470000001,0.0,1019.7757019999999,1.0,736.4820406,1.0,1.0,1.0,0.854280335,0.141248298,,482.7433369,44.75376261,4834.9667340000005,43.14809456,98.97590319,21.97142091,1.517,57310.221939999996,0.0,149728.7593,6.9212431510000005,386.948006,42.28733177,31.28090153,60.0,2.0,12.0,117.422517,4.0,2.0,1.0,0.0,4.0,526.6364736,9.0
6.0,1006.6038039999999,130869.0789,0.0,112929.0033,1.0,655.4712029,1.0,0.0,0.0,0.17260836100000002,0.226127233,8018.0,405.1732788,43.96463879,4710.662004,471.2716313,23.26566395,,1.982,50627.75505,0.0,152124.6058,6.010027598,390.0315447,50.44197107,335.5346014,70.0,7.0,9.0,145.25254909999998,0.0,1.0,4.0,1.0,3.0,503.6241952,9.0
8.0,1062.419727,107890.3633,1.0,125779.215,0.0,1284.8829759999999,1.0,1.0,0.0,0.842517407,0.45525569899999996,5519.0,900.2040735999999,35.48816412,4846.954458,937.5053743999999,66.42656550000001,30.00340103,8.481,97630.21155,2.0,92814.44423,9.133052547,304.6546311,68.04199431,354.13990889999997,80.0,4.0,12.0,590.9570729,2.0,1.0,2.0,0.0,0.0,888.4676927999999,0.0
5.0,1706.9108620000002,154013.1122,2.0,324306.1583,1.0,218.0835065,1.0,1.0,0.0,0.826453113,0.173542922,7336.0,8.515828056,4.14920398,2723.906086,153.1938543,82.96154521,2.9181891739999997,6.664,13717.07655,2.0,73271.69178,1.5091972569999998,270.68744300000003,60.43378164,568.9702875,80.0,4.0,11.0,558.4886341,0.0,2.0,4.0,1.0,3.0,366.70103389999997,0.0
7.0,862.0914095,73381.54208,1.0,82875.31917999999,1.0,368.26501410000003,1.0,1.0,0.0,0.812957735,,9922.0,331.50975510000006,61.32059752,3216.630691,58.24505957,99.21618663,18.20740935,6.077999999999999,32902.945060000005,2.0,65209.300639999994,7.906337718,255.3611181,7.207263121,287.36380319999995,60.0,2.0,10.0,507.31817530000006,3.0,1.0,2.0,1.0,0.0,88.74024533,1.0
7.0,79.18717077,13018.148509999999,2.0,733.1299474,1.0,663.2593807999999,1.0,0.0,0.0,,0.096272328,5666.0,425.6552041,42.12310154,5783.226167,664.7136562999999,62.57046107,20.63141304,4.334,,1.0,243237.9305,2.341642559,493.1915759,26.05534843,26.39572359,100.0,0.0,9.0,83.90655912,2.0,1.0,1.0,0.0,0.0,461.7010791,4.0
4.0,701.6132352999999,63399.59657,2.0,54939.552410000004,1.0,,1.0,1.0,1.0,0.933847533,0.20708919899999997,7566.0,472.2123811000001,93.20399913,3655.3027810000003,292.9143831,71.53213404,21.73044825,2.434,56729.437710000006,0.0,73488.5963,6.872465641000001,271.0878018,35.66962071,233.8710784,80.0,4.0,14.0,261.6530492,4.0,1.0,2.0,0.0,0.0,623.6501998,2.0
3.0,363.97772230000004,,0.0,14851.30172,1.0,727.9395807,1.0,1.0,1.0,0.5608522,0.027611119,4448.0,417.1186024,92.6852199,5512.220588,103.0778047,4.80354561,20.42348164,5.5520000000000005,55386.69816,0.0,218835.2854,2.149681731,467.7983383,30.06067979,121.3259074,100.0,0.0,16.0,142.61789240000002,3.0,1.0,0.0,1.0,0.0,611.5060095,9.0
9.0,306.8740997,,2.0,10575.815040000001,0.0,928.0027771,0.0,1.0,0.0,0.718801102,0.12217959699999999,4907.0,597.0479146,83.87892898,9769.693954,992.3824017999999,60.30874029,24.43456393,11.093,76367.91893,2.0,735408.8319,8.741898092000001,857.5598123999999,45.18255668,102.2913666,100.0,0.0,12.0,386.42589239999995,1.0,2.0,2.0,0.0,1.0,609.8073455,1.0
